Latitude,T2M_mean_C,GLASS_albedo_mean,T2M_slope_C_per_year,GLASS_albedo_slope_per_year
6.5,25.682137,0.1457525,0.03979173209371335,0.0002972178336524256
6.25,25.545416,0.14492601,0.040299842518746014,0.00030305407996957315
6.0,25.38231,0.1431191,0.04063197015897633,0.00031773881190180027
5.75,25.392887,0.14200841,0.04046232324083242,0.0003110239741524003
5.5,25.428806,0.1408268,0.04072110997323167,0.00031613071089747047
5.25,25.487366,0.1412575,0.03973389365006236,0.00032106737328341527
5.0,25.422777,0.14110202,0.039410068596166914,0.00031743280698224457
4.75,25.372353,0.13972859,0.039364935620838454,0.0003003545044095919
4.5,25.34723,0.13811667,0.0390773346720902,0.00029173250296537606
4.25,25.274433,0.13931327,0.03934225107051791,0.0002863068546066728
4.0,25.2467,0.13892524,0.03934623427445013,0.0002832728411676168
3.75,25.259392,0.13720919,0.03937729327149019,0.00029872793723130736
3.5,25.303263,0.13727206,0.03966935584119298,0.0003162627333994978
3.25,25.33429,0.13744041,0.039846988714835496,0.00031675050697617846
3.0,25.297182,0.13814913,0.039517352687524425,0.00033088934124669833
2.75,25.23065,0.1383841,0.03936709673090931,0.00033315178563452543
2.5,25.147007,0.13723679,0.03932395396163039,0.0003513877951744129
2.25,25.122242,0.13615918,0.039473318573575514,0.00035893417933045586
2.0,25.183868,0.13572568,0.03965337944583616,0.00035688982246362644
1.75,25.241192,0.13466722,0.0394181678127158,0.00035535644534063885
1.5,25.21898,0.13474505,0.03875336437586824,0.00035966562585844976
1.25,25.035524,0.13431115,0.039367906561568036,0.0003587965508130916
1.0,25.011553,0.1345954,0.03907570757386359,0.00036220486596220784
0.75,24.96882,0.13515924,0.03973629041025918,0.0003453734499526275
0.5,24.942432,0.13446663,0.039047800131610494,0.00035271086768549437
0.25,24.949436,0.13312066,0.03874303359172545,0.00037038322464125043
0.0,24.979317,0.13244742,0.038223012407145346,0.0003626415108148197
-0.25,25.044252,0.13167712,0.037485399981693805,0.0003544763160586697
-0.5,24.929184,0.13194935,0.03742406057545866,0.00033318254785439137
-0.75,24.94276,0.1310546,0.0371452358692386,0.0003216034573456117
-1.0,24.944956,0.13242179,0.038296117168124776,0.0003162764458423856
-1.25,24.956297,0.13230942,0.038182129088989984,0.00031719062978775663
